timestamp,rssi,s1x,s1y,s1z,s2x,s2y,s2z,s3x,s3y,s3z,s4x,s4y,s4z,s5x,s5y,s5z,Gateway,localisation,activity
2017-07-12 09:53:11.395200,-73,-0.375,-0.71875,0.40625,-0.40625,-0.75,0.40625,-0.375,-0.71875,0.4375,-0.40625,-0.78125,0.40625,-0.375,-0.84375,0.40625,bedroom,bedroom,lying
2017-07-12 09:53:11.399200,-89,-0.375,-0.71875,0.40625,-0.40625,-0.75,0.40625,-0.375,-0.71875,0.4375,-0.40625,-0.78125,0.40625,-0.375,-0.84375,0.40625,living,bedroom,lying
2017-07-12 09:53:11.599200,-58,-0.40625,-0.8125,0.40625,-0.40625,-0.8125,0.375,-0.375,-0.78125,0.375,-0.40625,-0.8125,0.375,-0.375,-0.8125,0.375,bedroom,bedroom,lying
2017-07-12 09:53:11.602400,-88,-0.40625,-0.8125,0.40625,-0.40625,-0.8125,0.375,-0.375,-0.78125,0.375,-0.40625,-0.8125,0.375,-0.375,-0.8125,0.375,living,bedroom,lying
2017-07-12 09:53:11.804300,-71,-0.34375,-0.75,0.375,-0.40625,-0.75,0.40625,-0.40625,-0.78125,0.375,-0.40625,-0.78125,0.375,-0.40625,-0.8125,0.34375,bedroom,bedroom,lying
2017-07-12 09:53:11.808300,-75,-0.34375,-0.75,0.375,-0.40625,-0.75,0.40625,-0.40625,-0.78125,0.375,-0.40625,-0.78125,0.375,-0.40625,-0.8125,0.34375,living,bedroom,lying
2017-07-12 09:53:12.009000,-55,-0.40625,-0.78125,0.34375,-0.40625,-0.8125,0.3125,-0.375,-0.78125,0.34375,-0.40625,-0.78125,0.375,-0.4375,-0.78125,0.375,bedroom,bedroom,lying
2017-07-12 09:53:12.015200,-93,-0.40625,-0.78125,0.34375,-0.40625,-0.8125,0.3125,-0.375,-0.78125,0.34375,-0.40625,-0.78125,0.375,-0.4375,-0.78125,0.375,living,bedroom,lying
2017-07-12 09:53:12.219000,-57,-0.4375,-0.75,0.375,-0.4375,-0.75,0.375,-0.40625,-0.75,0.375,-0.4375,-0.78125,0.375,-0.40625,-0.8125,0.375,bedroom,bedroom,lying
2017-07-12 09:53:12.225200,-76,-0.4375,-0.75,0.375,-0.4375,-0.75,0.375,-0.40625,-0.75,0.375,-0.4375,-0.78125,0.375,-0.40625,-0.8125,0.375,living,bedroom,lying
2017-07-12 09:53:12.423000,-57,-0.40625,-0.8125,0.375,-0.40625,-0.8125,0.34375,-0.40625,-0.8125,0.375,-0.40625,-0.78125,0.40625,-0.40625,-0.78125,0.375,bedroom,bedroom,lying
2017-07-12 09:53:12.426200,-83,-0.40625,-0.8125,0.375,-0.40625,-0.8125,0.34375,-0.40625,-0.8125,0.375,-0.40625,-0.78125,0.40625,-0.40625,-0.78125,0.375,living,bedroom,lying
2017-07-12 09:53:12.626000,-72,-0.4375,-0.75,0.375,-0.4375,-0.75,0.375,-0.46875,-0.78125,0.34375,-0.375,-0.8125,0.34375,-0.40625,-0.78125,0.375,bedroom,bedroom,lying
2017-07-12 09:53:12.630100,-84,-0.4375,-0.75,0.375,-0.4375,-0.75,0.375,-0.46875,-0.78125,0.34375,-0.375,-0.8125,0.34375,-0.40625,-0.78125,0.375,living,bedroom,lying
2017-07-12 09:53:12.830000,-73,-0.46875,-0.78125,0.34375,-0.5,-0.75,0.3125,-0.46875,-0.75,0.28125,-0.46875,-0.78125,0.28125,-0.40625,-0.8125,0.3125,bedroom,bedroom,lying
2017-07-12 09:53:12.833200,-78,-0.46875,-0.78125,0.34375,-0.5,-0.75,0.3125,-0.46875,-0.75,0.28125,-0.46875,-0.78125,0.28125,-0.40625,-0.8125,0.3125,living,bedroom,lying
2017-07-12 09:53:13.039400,-59,-0.34375,-0.78125,0.34375,-0.4375,-0.78125,0.375,-0.4375,-0.78125,0.40625,-0.4375,-0.75,0.375,-0.40625,-0.78125,0.40625,bedroom,bedroom,lying
2017-07-12 09:53:13.042200,-91,-0.34375,-0.78125,0.34375,-0.4375,-0.78125,0.375,-0.4375,-0.78125,0.40625,-0.4375,-0.75,0.375,-0.40625,-0.78125,0.40625,living,bedroom,lying
2017-07-12 09:53:13.245000,-72,-0.5,-0.6875,0.375,-0.40625,-0.75,0.375,-0.4375,-0.78125,0.34375,-0.46875,-0.78125,0.34375,-0.46875,-0.75,0.34375,bedroom,bedroom,lying
2017-07-12 09:53:13.249000,-77,-0.5,-0.6875,0.375,-0.40625,-0.75,0.375,-0.4375,-0.78125,0.34375,-0.46875,-0.78125,0.34375,-0.46875,-0.75,0.34375,living,bedroom,lying
2017-07-12 09:53:13.454000,-71,-0.46875,-0.875,0.34375,-0.4375,-0.78125,0.3125,-0.40625,-0.8125,0.34375,-0.40625,-0.78125,0.34375,-0.40625,-0.8125,0.375,bedroom,bedroom,lying
2017-07-12 09:53:13.458200,-77,-0.46875,-0.875,0.34375,-0.4375,-0.78125,0.3125,-0.40625,-0.8125,0.34375,-0.40625,-0.78125,0.34375,-0.40625,-0.8125,0.375,living,bedroom,lying
2017-07-12 09:53:13.660800,-71,-0.40625,-0.78125,0.375,-0.4375,-0.78125,0.375,-0.40625,-0.78125,0.375,-0.4375,-0.78125,0.34375,-0.4375,-0.75,0.34375,bedroom,bedroom,lying
2017-07-12 09:53:13.865400,-57,-0.4375,-0.78125,0.34375,-0.4375,-0.8125,0.34375,-0.4375,-0.8125,0.34375,-0.4375,-0.8125,0.34375,-0.4375,-0.75,0.34375,bedroom,bedroom,lying
2017-07-12 09:53:13.869800,-79,-0.4375,-0.78125,0.34375,-0.4375,-0.8125,0.34375,-0.4375,-0.8125,0.34375,-0.4375,-0.8125,0.34375,-0.4375,-0.75,0.34375,living,bedroom,lying
2017-07-12 09:53:14.269800,-59,-0.4375,-0.78125,0.34375,-0.4375,-0.75,0.34375,-0.4375,-0.78125,0.34375,-0.40625,-0.78125,0.34375,-0.4375,-0.78125,0.34375,bedroom,bedroom,lying
2017-07-12 09:53:14.272100,-81,-0.4375,-0.78125,0.34375,-0.4375,-0.75,0.34375,-0.4375,-0.78125,0.34375,-0.40625,-0.78125,0.34375,-0.4375,-0.78125,0.34375,living,bedroom,lying
