timestamp,rssi,s1x,s1y,s1z,s2x,s2y,s2z,s3x,s3y,s3z,s4x,s4y,s4z,s5x,s5y,s5z,Gateway,localisation,activity
2017-08-07 12:43:35.193500,-87,0.59375,-0.625,-0.40625,0.59375,-0.625,-0.4375,0.5625,-0.625,-0.4375,0.5625,-0.625,-0.4375,0.5625,-0.625,-0.40625,bedroom,living,sitting
2017-08-07 12:43:35.398400,-70,0.5625,-0.625,-0.40625,0.5625,-0.625,-0.4375,0.5625,-0.625,-0.40625,0.59375,-0.625,-0.40625,0.59375,-0.625,-0.40625,bedroom,living,sitting
2017-08-07 12:43:35.594600,-26,0.59375,-0.59375,-0.40625,0.5625,-0.625,-0.40625,0.59375,-0.625,-0.40625,0.5625,-0.625,-0.375,0.5625,-0.625,-0.4375,living,living,sitting
2017-08-07 12:43:35.801600,-39,0.59375,-0.625,-0.40625,0.59375,-0.625,-0.4375,0.59375,-0.59375,-0.375,0.59375,-0.625,-0.375,0.5625,-0.65625,-0.375,living,living,sitting
2017-08-07 12:43:35.804800,-87,0.59375,-0.625,-0.40625,0.59375,-0.625,-0.4375,0.59375,-0.59375,-0.375,0.59375,-0.625,-0.375,0.5625,-0.65625,-0.375,bedroom,living,sitting
2017-08-07 12:43:36.220700,-77,0.59375,-0.625,-0.40625,0.59375,-0.625,-0.40625,0.59375,-0.625,-0.4375,0.59375,-0.625,-0.40625,0.59375,-0.625,-0.375,bedroom,living,sitting
2017-08-07 12:43:36.430600,-76,0.59375,-0.625,-0.40625,0.59375,-0.625,-0.40625,0.59375,-0.625,-0.375,0.59375,-0.625,-0.40625,0.59375,-0.625,-0.40625,bedroom,living,sitting
2017-08-07 12:43:36.638800,-27,0.59375,-0.65625,-0.375,0.5625,-0.65625,-0.40625,0.59375,-0.625,-0.375,0.59375,-0.59375,-0.375,0.5625,-0.59375,-0.375,living,living,sitting
2017-08-07 12:43:36.638900,-88,0.59375,-0.65625,-0.375,0.5625,-0.65625,-0.40625,0.59375,-0.625,-0.375,0.59375,-0.59375,-0.375,0.5625,-0.59375,-0.375,bedroom,living,sitting
2017-08-07 12:43:36.844400,-71,0.59375,-0.625,-0.40625,0.59375,-0.625,-0.40625,0.59375,-0.65625,-0.46875,0.5625,-0.59375,-0.375,0.59375,-0.625,-0.375,bedroom,living,sitting
2017-08-07 12:43:37.053900,-87,0.59375,-0.65625,-0.375,0.59375,-0.625,-0.375,0.59375,-0.625,-0.375,0.59375,-0.625,-0.375,0.5625,-0.625,-0.375,bedroom,living,sitting
2017-08-07 12:43:37.249600,-25,0.6875,-0.59375,-0.375,0.59375,-0.625,-0.375,0.59375,-0.59375,-0.375,0.5625,-0.65625,-0.46875,0.59375,-0.625,-0.375,living,living,sitting
2017-08-07 12:43:37.454500,-43,0.5625,-0.625,-0.40625,0.5625,-0.625,-0.34375,0.59375,-0.625,-0.375,0.59375,-0.625,-0.375,0.59375,-0.625,-0.40625,living,living,sitting
2017-08-07 12:43:37.459400,-75,0.5625,-0.625,-0.40625,0.5625,-0.625,-0.34375,0.59375,-0.625,-0.375,0.59375,-0.625,-0.375,0.59375,-0.625,-0.40625,bedroom,living,sitting
2017-08-07 12:43:37.659100,-36,0.59375,-0.65625,-0.40625,0.59375,-0.625,-0.4375,0.5625,-0.6875,-0.4375,0.59375,-0.71875,-0.40625,0.625,-0.6875,-0.40625,living,living,sitting
2017-08-07 12:43:37.659600,-86,0.59375,-0.65625,-0.40625,0.59375,-0.625,-0.4375,0.5625,-0.6875,-0.4375,0.59375,-0.71875,-0.40625,0.625,-0.6875,-0.40625,bedroom,living,sitting
