timestamp,rssi,seqno,s1x,s1y,s1z,s2x,s2y,s2z,s3x,s3y,s3z,s4x,s4y,s4z,s5x,s5y,s5z,gateway,true_room,activity
2017-08-07 15:00:37.754600,-82,11464931,-0.5,0.6875,0.6875,-0.4375,0.75,0.65625,-0.4375,0.5625,0.625,-0.53125,0.71875,0.75,-0.53125,0.71875,0.75,living,livingroom,sitting
2017-08-07 15:00:37.788600,-87,11464931,-0.5,0.6875,0.6875,-0.4375,0.75,0.65625,-0.4375,0.5625,0.625,-0.53125,0.71875,0.75,-0.53125,0.71875,0.75,bedroom,livingroom,sitting
2017-08-07 15:00:37.962600,-66,11464932,-0.53125,0.53125,0.71875,-0.5,0.46875,0.71875,-0.53125,0.53125,0.75,-0.5,0.5,0.75,-0.5625,0.46875,0.6875,living,livingroom,sitting
2017-08-07 15:00:37.996700,-73,11464932,-0.53125,0.53125,0.71875,-0.5,0.46875,0.71875,-0.53125,0.53125,0.75,-0.5,0.5,0.75,-0.5625,0.46875,0.6875,bedroom,livingroom,sitting
2017-08-07 15:00:38.164500,-77,11464933,-0.46875,0.53125,0.6875,-0.5,0.5625,0.625,-0.53125,0.625,0.53125,-0.46875,0.65625,0.46875,-0.46875,0.625,0.53125,living,livingroom,sitting
2017-08-07 15:00:38.374500,-81,11464934,-0.5,0.71875,0.46875,-0.53125,0.71875,0.5625,-0.5625,0.75,0.59375,-0.59375,0.78125,0.53125,-0.5625,0.71875,0.4375,living,livingroom,sitting
2017-08-07 15:00:38.379700,-99,11464934,-0.5,0.71875,0.46875,-0.53125,0.71875,0.5625,-0.5625,0.75,0.59375,-0.59375,0.78125,0.53125,-0.5625,0.71875,0.4375,stairs,livingroom,sitting
2017-08-07 15:00:38.584500,-67,11464935,-0.53125,0.75,0.375,-0.53125,0.75,0.21875,-0.5625,0.75,0.1875,-0.5,0.6875,0.3125,-0.46875,0.65625,0.28125,living,livingroom,sitting
2017-08-07 15:00:38.792500,-57,11464936,-0.5,0.59375,0.125,-0.5625,0.53125,-0.0625,-0.625,0.65625,0.125,-0.6875,0.6875,0.28125,-0.75,0.6875,0.4375,living,livingroom,sitting
2017-08-07 15:00:38.830400,-79,11464936,-0.5,0.59375,0.125,-0.5625,0.53125,-0.0625,-0.625,0.65625,0.125,-0.6875,0.6875,0.28125,-0.75,0.6875,0.4375,bedroom,livingroom,sitting
2017-08-07 15:00:39.000100,-60,11464937,-0.84375,0.71875,0.53125,-0.8125,0.625,0.5625,-0.78125,0.65625,0.5625,-0.65625,0.65625,0.53125,-0.5,0.6875,0.46875,living,livingroom,sitting
