timestamp,rssi,seqno,s1x,s1y,s1z,s2x,s2y,s2z,s3x,s3y,s3z,s4x,s4y,s4z,s5x,s5y,s5z,gateway,true_room,activity
2017-08-07 14:04:46.151000,-74,11448575,0.3125,-0.5625,-0.8125,0.28125,-0.5625,-0.84375,0.3125,-0.5625,-0.90625,0.3125,-0.59375,-0.84375,0.5,-0.78125,-0.78125,bedroom,livingroom,sitting
2017-08-07 14:04:46.338200,-49,11448576,0.625,-0.9375,-0.78125,0.59375,-0.96875,-0.71875,0.71875,-1.09375,-0.625,0.90625,-1.28125,-0.5,1.21875,-0.65625,-0.375,living,livingroom,sitting
2017-08-07 14:04:46.338500,-81,11448576,0.625,-0.9375,-0.78125,0.59375,-0.96875,-0.71875,0.71875,-1.09375,-0.625,0.90625,-1.28125,-0.5,1.21875,-0.65625,-0.375,stairs,livingroom,sitting
2017-08-07 14:04:46.361000,-83,11448576,0.625,-0.9375,-0.78125,0.59375,-0.96875,-0.71875,0.71875,-1.09375,-0.625,0.90625,-1.28125,-0.5,1.21875,-0.65625,-0.375,bedroom,livingroom,sitting
2017-08-07 14:04:46.543500,-84,11448577,1.125,-0.25,-0.0625,0.84375,0.03125,0.15625,0.71875,-0.09375,0.46875,0.4375,-0.03125,0.625,0.28125,-0.03125,0.5625,stairs,livingroom,sitting
2017-08-07 14:04:46.566000,-62,11448577,1.125,-0.25,-0.0625,0.84375,0.03125,0.15625,0.71875,-0.09375,0.46875,0.4375,-0.03125,0.625,0.28125,-0.03125,0.5625,bedroom,livingroom,sitting
2017-08-07 14:04:46.743400,-88,11448578,0.15625,0.0,0.5625,0.0,-0.09375,0.6875,-0.03125,-0.21875,0.5,-0.125,-0.15625,0.59375,-0.15625,-0.125,0.625,stairs,livingroom,sitting
2017-08-07 14:04:46.747200,-76,11448578,0.15625,0.0,0.5625,0.0,-0.09375,0.6875,-0.03125,-0.21875,0.5,-0.125,-0.15625,0.59375,-0.15625,-0.125,0.625,living,livingroom,sitting
2017-08-07 14:04:46.766000,-72,11448578,0.15625,0.0,0.5625,0.0,-0.09375,0.6875,-0.03125,-0.21875,0.5,-0.125,-0.15625,0.59375,-0.15625,-0.125,0.625,bedroom,livingroom,sitting
2017-08-07 14:04:46.944300,-56,11448579,-0.34375,-0.0625,0.75,-0.375,-0.0625,0.8125,-0.59375,0.0625,0.9375,-0.5,0.5,0.875,-0.5625,0.3125,0.8125,living,livingroom,sitting
2017-08-07 14:04:47.167600,-60,11448580,-0.46875,0.21875,0.65625,-0.15625,0.40625,0.875,0.09375,0.375,0.875,0.5,0.375,1.1875,-0.125,-0.625,1.5,bedroom,livingroom,sitting
2017-08-07 14:04:47.344600,-78,11448581,0.40625,0.3125,1.40625,0.6875,0.25,1.46875,0.375,-0.3125,1.0625,0.25,-0.3125,0.90625,0.34375,-0.15625,0.84375,stairs,livingroom,sitting
2017-08-07 14:04:47.348000,-63,11448581,0.40625,0.3125,1.40625,0.6875,0.25,1.46875,0.375,-0.3125,1.0625,0.25,-0.3125,0.90625,0.34375,-0.15625,0.84375,living,livingroom,sitting
2017-08-07 14:04:47.366700,-76,11448581,0.40625,0.3125,1.40625,0.6875,0.25,1.46875,0.375,-0.3125,1.0625,0.25,-0.3125,0.90625,0.34375,-0.15625,0.84375,bedroom,livingroom,sitting
