timestamp,rssi,seqno,s1x,s1y,s1z,s2x,s2y,s2z,s3x,s3y,s3z,s4x,s4y,s4z,s5x,s5y,s5z,gateway,true_room,activity
2017-08-07 15:23:02.904400,-55,11471495,0.375,-1.40625,0.21875,0.0,0.15625,1.09375,-0.0625,-0.21875,0.9375,-0.03125,-0.21875,0.875,-0.09375,-0.28125,0.90625,living,livingroom,sitting
2017-08-07 15:23:02.947800,-76,11471495,0.375,-1.40625,0.21875,0.0,0.15625,1.09375,-0.0625,-0.21875,0.9375,-0.03125,-0.21875,0.875,-0.09375,-0.28125,0.90625,bedroom,livingroom,sitting
2017-08-07 15:23:03.112600,-69,11471496,-0.125,-0.375,0.875,0.0,-0.40625,0.8125,-0.09375,-0.4375,0.84375,-0.03125,-0.53125,0.75,-0.125,-0.46875,0.8125,living,livingroom,sitting
2017-08-07 15:23:03.155600,-85,11471496,-0.125,-0.375,0.875,0.0,-0.40625,0.8125,-0.09375,-0.4375,0.84375,-0.03125,-0.53125,0.75,-0.125,-0.46875,0.8125,bedroom,livingroom,sitting
2017-08-07 15:23:03.357100,-77,11471497,-0.1875,-0.5625,0.75,-0.1875,-0.625,0.71875,-0.25,-0.65625,0.6875,-0.25,-0.65625,0.6875,-0.3125,-0.6875,0.59375,bedroom,livingroom,sitting
2017-08-07 15:23:03.722000,-74,11471499,-0.40625,-0.75,0.5,-0.375,-0.6875,0.625,-0.375,-0.6875,0.59375,-0.375,-0.65625,0.625,-0.40625,-0.65625,0.625,living,livingroom,sitting
2017-08-07 15:23:03.764800,-86,11471499,-0.40625,-0.75,0.5,-0.375,-0.6875,0.625,-0.375,-0.6875,0.59375,-0.375,-0.65625,0.625,-0.40625,-0.65625,0.625,bedroom,livingroom,sitting
2017-08-07 15:23:03.931900,-59,11471500,-0.4375,-0.625,0.6875,-0.40625,-0.59375,0.6875,-0.40625,-0.625,0.65625,-0.40625,-0.59375,0.65625,-0.40625,-0.625,0.65625,living,livingroom,sitting
2017-08-07 15:23:03.935400,-84,11471500,-0.4375,-0.625,0.6875,-0.40625,-0.59375,0.6875,-0.40625,-0.625,0.65625,-0.40625,-0.59375,0.65625,-0.40625,-0.625,0.65625,stairs,livingroom,sitting
2017-08-07 15:23:03.974800,-74,11471500,-0.4375,-0.625,0.6875,-0.40625,-0.59375,0.6875,-0.40625,-0.625,0.65625,-0.40625,-0.59375,0.65625,-0.40625,-0.625,0.65625,bedroom,livingroom,sitting
2017-08-07 15:23:04.141000,-65,11471501,-0.375,-0.59375,0.625,-0.34375,-0.5625,0.625,-0.4375,-0.5625,0.59375,-0.4375,-0.5625,0.625,-0.5,-0.625,0.625,living,livingroom,sitting
2017-08-07 15:23:04.144700,-89,11471501,-0.375,-0.59375,0.625,-0.34375,-0.5625,0.625,-0.4375,-0.5625,0.59375,-0.4375,-0.5625,0.625,-0.5,-0.625,0.625,stairs,livingroom,sitting
2017-08-07 15:23:04.183700,-73,11471501,-0.375,-0.59375,0.625,-0.34375,-0.5625,0.625,-0.4375,-0.5625,0.59375,-0.4375,-0.5625,0.625,-0.5,-0.625,0.625,bedroom,livingroom,sitting
2017-08-07 15:23:04.344300,-75,11471502,-0.4375,-0.59375,0.65625,-0.34375,-0.59375,0.5625,-0.1875,-0.53125,0.40625,-0.15625,-0.46875,0.4375,-0.15625,-0.3125,0.46875,living,livingroom,sitting
2017-08-07 15:23:04.387700,-74,11471502,-0.4375,-0.59375,0.65625,-0.34375,-0.59375,0.5625,-0.1875,-0.53125,0.40625,-0.15625,-0.46875,0.4375,-0.15625,-0.3125,0.46875,bedroom,livingroom,sitting
2017-08-07 15:23:04.593600,-90,11471503,-0.1875,-0.375,0.65625,-0.375,-0.3125,1.0,-0.625,0.28125,0.90625,-0.75,0.46875,1.65625,-0.6875,0.1875,1.75,bedroom,livingroom,sitting
