timestamp,rssi,seqno,s1x,s1y,s1z,s2x,s2y,s2z,s3x,s3y,s3z,s4x,s4y,s4z,s5x,s5y,s5z,gateway,true_room,activity
2017-08-07 14:37:19.250800,-24,11458104,0.21875,0.90625,-0.0625,0.21875,0.90625,-0.0625,0.21875,0.90625,-0.0625,0.21875,0.90625,-0.03125,0.21875,0.90625,-0.0625,living,livingroom,sitting
2017-08-07 14:37:19.284500,-85,11458104,0.21875,0.90625,-0.0625,0.21875,0.90625,-0.0625,0.21875,0.90625,-0.0625,0.21875,0.90625,-0.03125,0.21875,0.90625,-0.0625,bedroom,livingroom,sitting
2017-08-07 14:37:19.487600,-92,11458105,0.21875,0.90625,-0.125,0.21875,0.90625,-0.0625,0.21875,0.90625,-0.0625,0.25,0.90625,-0.0625,0.21875,0.90625,-0.03125,bedroom,livingroom,sitting
2017-08-07 14:37:19.695900,-77,11458106,0.1875,0.90625,-0.0625,0.21875,0.90625,-0.0625,0.25,0.90625,-0.03125,0.21875,0.9375,-0.0625,0.21875,0.90625,-0.0625,bedroom,livingroom,sitting
2017-08-07 14:37:19.869500,-50,11458107,0.21875,0.9375,-0.09375,0.21875,0.90625,-0.03125,0.21875,0.90625,-0.0625,0.21875,0.90625,-0.03125,0.21875,0.90625,-0.0625,living,livingroom,sitting
2017-08-07 14:37:19.897900,-84,11458107,0.21875,0.9375,-0.09375,0.21875,0.90625,-0.03125,0.21875,0.90625,-0.0625,0.21875,0.90625,-0.03125,0.21875,0.90625,-0.0625,bedroom,livingroom,sitting
2017-08-07 14:37:20.079500,-73,11458108,0.25,0.96875,-0.03125,0.21875,1.125,-0.09375,0.15625,1.25,-0.1875,0.125,1.40625,-0.15625,0.1875,1.40625,0.0,living,livingroom,sitting
2017-08-07 14:37:20.107900,-79,11458108,0.25,0.96875,-0.03125,0.21875,1.125,-0.09375,0.15625,1.25,-0.1875,0.125,1.40625,-0.15625,0.1875,1.40625,0.0,bedroom,livingroom,sitting
2017-08-07 14:37:20.287300,-63,11458109,0.28125,1.375,0.03125,0.28125,1.46875,0.09375,0.375,1.5,0.25,0.4375,1.25,0.15625,0.46875,1.0625,0.25,living,livingroom,sitting
2017-08-07 14:37:20.315800,-81,11458109,0.28125,1.375,0.03125,0.28125,1.46875,0.09375,0.375,1.5,0.25,0.4375,1.25,0.15625,0.46875,1.0625,0.25,bedroom,livingroom,sitting
2017-08-07 14:37:20.491200,-63,11458110,0.5,0.875,0.25,0.5,0.4375,0.1875,0.53125,0.3125,0.21875,0.40625,0.125,0.15625,0.28125,0.0625,0.21875,living,livingroom,sitting
2017-08-07 14:37:20.724400,-81,11458111,0.1875,0.0625,0.375,0.125,0.0625,0.5,0.0,0.0,0.625,-0.0625,0.0625,0.8125,-0.25,0.15625,0.90625,bedroom,livingroom,sitting
2017-08-07 14:37:20.893400,-64,11458112,-0.625,-0.25,0.8125,-0.5625,-0.65625,0.90625,-0.46875,-0.0625,1.15625,-0.5,-0.03125,1.0625,-0.375,0.0,1.09375,living,livingroom,sitting
2017-08-07 14:37:20.923500,-70,11458112,-0.625,-0.25,0.8125,-0.5625,-0.65625,0.90625,-0.46875,-0.0625,1.15625,-0.5,-0.03125,1.0625,-0.375,0.0,1.09375,bedroom,livingroom,sitting
2017-08-07 14:37:21.098400,-97,11458113,-0.34375,0.9375,0.8125,-0.34375,0.96875,0.8125,-0.375,0.375,0.75,-0.21875,0.1875,0.84375,-0.21875,0.1875,0.84375,living,livingroom,sitting
2017-08-07 14:37:21.126700,-73,11458113,-0.34375,0.9375,0.8125,-0.34375,0.96875,0.8125,-0.375,0.375,0.75,-0.21875,0.1875,0.84375,-0.21875,0.1875,0.84375,bedroom,livingroom,sitting
2017-08-07 14:37:21.298600,-82,11458114,-0.15625,0.28125,0.90625,-0.1875,0.65625,0.96875,-0.1875,0.71875,0.96875,-0.28125,0.5625,0.8125,-0.3125,0.53125,0.78125,living,livingroom,sitting
2017-08-07 14:37:21.330900,-88,11458114,-0.15625,0.28125,0.90625,-0.1875,0.65625,0.96875,-0.1875,0.71875,0.96875,-0.28125,0.5625,0.8125,-0.3125,0.53125,0.78125,bedroom,livingroom,sitting
2017-08-07 14:37:21.537500,-71,11458115,-0.34375,0.65625,0.78125,-0.34375,0.84375,0.875,-0.34375,0.6875,0.84375,-0.3125,0.59375,0.75,-0.28125,0.625,0.6875,bedroom,livingroom,sitting
2017-08-07 14:37:21.738300,-75,11458116,-0.21875,0.6875,0.625,-0.1875,0.6875,0.59375,-0.21875,0.65625,0.6875,-0.15625,0.59375,0.8125,-0.125,0.375,0.84375,bedroom,livingroom,sitting
2017-08-07 14:37:21.915400,-76,11458117,-0.125,0.15625,0.875,-0.03125,0.21875,0.9375,0.0,0.25,0.84375,-0.0625,0.4375,0.625,-0.1875,0.75,0.59375,living,livingroom,sitting
2017-08-07 14:37:21.945400,-78,11458117,-0.125,0.15625,0.875,-0.03125,0.21875,0.9375,0.0,0.25,0.84375,-0.0625,0.4375,0.625,-0.1875,0.75,0.59375,bedroom,livingroom,sitting
2017-08-07 14:37:22.121700,-92,11458118,-0.3125,0.90625,0.46875,-0.25,0.875,0.28125,-0.15625,1.0625,0.1875,-0.0625,1.0625,0.125,-0.125,1.28125,0.375,living,livingroom,sitting
2017-08-07 14:37:22.150700,-89,11458118,-0.3125,0.90625,0.46875,-0.25,0.875,0.28125,-0.15625,1.0625,0.1875,-0.0625,1.0625,0.125,-0.125,1.28125,0.375,bedroom,livingroom,sitting
2017-08-07 14:37:22.327300,-96,11458119,-0.125,1.03125,0.25,-0.0625,1.0625,0.125,-0.125,1.03125,0.03125,-0.125,1.09375,0.03125,-0.15625,1.03125,0.125,living,livingroom,sitting
2017-08-07 14:37:22.334400,-103,11458119,-0.125,1.03125,0.25,-0.0625,1.0625,0.125,-0.125,1.03125,0.03125,-0.125,1.09375,0.03125,-0.15625,1.03125,0.125,stairs,livingroom,sitting
2017-08-07 14:37:22.537200,-81,11458120,0.0625,0.96875,0.1875,0.15625,0.8125,0.15625,0.1875,0.875,0.25,0.625,1.28125,0.28125,1.25,1.46875,0.09375,living,livingroom,sitting
2017-08-07 14:37:22.741000,-64,11458121,0.15625,0.40625,0.03125,0.1875,0.53125,-0.3125,0.5625,0.84375,-0.46875,0.8125,1.21875,-0.03125,0.625,1.3125,0.21875,living,livingroom,sitting
2017-08-07 14:37:22.948500,-83,11458122,0.03125,1.125,0.4375,-0.15625,1.0625,1.03125,0.3125,0.65625,2.0625,1.90625,-0.9375,0.78125,1.90625,0.46875,0.40625,living,livingroom,sitting
2017-08-07 14:37:23.185600,-84,11458123,0.90625,0.28125,0.03125,1.03125,0.3125,-0.0625,1.125,0.25,0.09375,1.0,0.125,0.0625,0.96875,0.15625,-0.03125,bedroom,livingroom,sitting
2017-08-07 14:37:23.355500,-80,11458124,0.96875,0.15625,-0.09375,0.78125,0.125,-0.03125,0.84375,0.15625,0.03125,0.75,0.15625,0.15625,0.78125,0.25,0.25,living,livingroom,sitting
2017-08-07 14:37:23.385400,-73,11458124,0.96875,0.15625,-0.09375,0.78125,0.125,-0.03125,0.84375,0.15625,0.03125,0.75,0.15625,0.15625,0.78125,0.25,0.25,bedroom,livingroom,sitting
2017-08-07 14:37:23.563500,-86,11458125,0.9375,0.21875,0.28125,0.90625,0.40625,0.40625,0.65625,0.3125,0.5,0.9375,0.5,0.65625,0.96875,0.46875,0.84375,living,livingroom,sitting
2017-08-07 14:37:23.570200,-82,11458125,0.9375,0.21875,0.28125,0.90625,0.40625,0.40625,0.65625,0.3125,0.5,0.9375,0.5,0.65625,0.96875,0.46875,0.84375,stairs,livingroom,sitting
